iter	Passed	Remaining
1660	39531	8068
1661	39551	8043
1662	39571	8018
1663	39595	7995
1664	39618	7971
1665	39641	7947
1666	39660	7922
1667	39679	7897
1668	39699	7873
1669	39718	7848
1670	39738	7824
1671	39759	7799
1672	39779	7775
1673	39803	7751
1674	39825	7727
1675	39847	7703
1676	39869	7679
1677	39888	7654
1678	39910	7630
1679	39930	7605
1680	39949	7581
1681	39969	7556
1682	39990	7532
1683	40010	7507
1684	40029	7483
1685	40049	7458
1686	40068	7434
1687	40087	7409
1688	40107	7385
1689	40127	7360
1690	40146	7336
1691	40168	7311
1692	40187	7287
1693	40206	7262
1694	40225	7238
1695	40245	7213
1696	40269	7190
1697	40288	7165
1698	40307	7141
1699	40327	7116
1700	40347	7092
1701	40371	7068
1702	40393	7044
1703	40416	7020
1704	40437	6996
1705	40460	6972
1706	40482	6948
1707	40501	6924
1708	40522	6899
1709	40547	6876
1710	40568	6852
1711	40590	6828
1712	40609	6803
1713	40628	6779
1714	40650	6755
1715	40669	6730
1716	40688	6706
1717	40709	6682
1718	40728	6657
1719	40747	6633
1720	40766	6608
1721	40787	6584
1722	40806	6560
1723	40830	6536
1724	40849	6512
1725	40870	6488
1726	40891	6464
1727	40912	6440
1728	40933	6415
1729	40953	6391
1730	40975	6367
1731	40995	6343
1732	41018	6319
1733	41040	6295
1734	41063	6271
1735	41086	6248
1736	41109	6224
1737	41129	6200
1738	41149	6176
1739	41170	6151
1740	41192	6127
1741	41212	6103
1742	41232	6079
1743	41253	6055
1744	41273	6031
1745	41292	6007
1746	41312	5982
1747	41333	5958
1748	41353	5934
1749	41373	5910
1750	41396	5886
1751	41418	5862
1752	41439	5838
1753	41460	5814
1754	41480	5790
1755	41500	5766
1756	41520	5742
1757	41540	5718
1758	41560	5694
1759	41581	5670
1760	41601	5646
1761	41623	5622
1762	41644	5598
1763	41664	5574
1764	41692	5551
1765	41713	5527
1766	41737	5503
1767	41761	5479
1768	41782	5456
1769	41801	5431
1770	41820	5407
1771	41842	5383
1772	41861	5359
1773	41880	5335
1774	41904	5311
1775	41923	5287
1776	41947	5264
1777	41971	5240
1778	41993	5216
1779	42016	5193
1780	42038	5169
1781	42060	5145
1782	42079	5121
1783	42105	5097
1784	42127	5074
1785	42146	5050
1786	42165	5025
1787	42185	5001
1788	42208	4978
1789	42233	4954
1790	42252	4930
1791	42276	4907
1792	42299	4883
1793	42318	4859
1794	42340	4835
1795	42360	4811
1796	42381	4787
1797	42402	4763
1798	42422	4739
1799	42443	4715
1800	42466	4692
1801	42488	4668
1802	42511	4644
1803	42532	4621
1804	42555	4597
1805	42577	4573
1806	42600	4550
1807	42622	4526
1808	42640	4502
1809	42661	4478
1810	42680	4454
1811	42700	4430
1812	42720	4406
1813	42739	4382
1814	42758	4358
1815	42778	4334
1816	42797	4310
1817	42816	4286
1818	42837	4262
1819	42856	4238
1820	42875	4214
1821	42894	4190
1822	42915	4166
1823	42933	4142
1824	42952	4118
1825	42972	4094
1826	42991	4070
1827	43011	4047
1828	43033	4023
1829	43056	3999
1830	43078	3976
1831	43101	3952
1832	43126	3929
1833	43145	3905
1834	43166	3881
1835	43187	3857
1836	43207	3833
1837	43227	3810
1838	43248	3786
1839	43268	3762
1840	43290	3738
1841	43310	3715
1842	43331	3691
1843	43351	3667
1844	43371	3643
1845	43391	3619
1846	43411	3596
1847	43431	3572
1848	43451	3548
1849	43472	3524
1850	43493	3501
1851	43513	3477
1852	43534	3453
1853	43554	3429
1854	43574	3406
1855	43595	3382
1856	43614	3358
1857	43635	3334
1858	43655	3311
1859	43675	3287
1860	43695	3263
1861	43716	3239
1862	43736	3216
1863	43761	3192
1864	43784	3169
1865	43806	3145
1866	43826	3122
1867	43845	3098
1868	43865	3074
1869	43886	3050
1870	43906	3027
1871	43924	3003
1872	43949	2979
1873	43971	2956
1874	43990	2932
1875	44015	2909
1876	44034	2885
1877	44057	2862
1878	44079	2838
1879	44098	2814
1880	44117	2791
1881	44140	2767
1882	44158	2743
1883	44182	2720
1884	44201	2696
1885	44225	2673
1886	44244	2649
1887	44263	2625
1888	44284	2602
1889	44306	2578
1890	44324	2554
1891	44344	2531
1892	44365	2507
1893	44389	2484
1894	44408	2460
1895	44428	2436
1896	44452	2413
1897	44471	2389
1898	44490	2366
1899	44509	2342
1900	44531	2319
1901	44552	2295
1902	44574	2272
1903	44594	2248
1904	44617	2225
1905	44637	2201
1906	44660	2177
1907	44679	2154
1908	44699	2130
1909	44721	2107
1910	44743	2083
1911	44765	2060
1912	44785	2036
1913	44804	2013
1914	44824	1989
1915	44843	1966
1916	44863	1942
1917	44884	1918
1918	44903	1895
1919	44923	1871
1920	44945	1848
1921	44966	1824
1922	44988	1801
1923	45010	1777
1924	45030	1754
1925	45055	1731
1926	45078	1707
1927	45101	1684
1928	45123	1660
1929	45146	1637
1930	45168	1613
1931	45189	1590
1932	45209	1567
1933	45231	1543
1934	45254	1520
1935	45277	1496
1936	45297	1473
1937	45319	1449
1938	45341	1426
1939	45365	1403
1940	45385	1379
1941	45407	1356
1942	45430	1332
1943	45452	1309
1944	45476	1285
1945	45499	1262
1946	45520	1239
1947	45542	1215
1948	45564	1192
1949	45585	1168
1950	45606	1145
1951	45628	1122
1952	45650	1098
1953	45673	1075
1954	45694	1051
1955	45716	1028
1956	45739	1005
1957	45761	981
1958	45784	958
1959	45805	934
1960	45827	911
1961	45848	888
1962	45872	864
1963	45894	841
1964	45916	817
1965	45936	794
1966	45959	771
1967	45980	747
1968	46002	724
1969	46023	700
1970	46045	677
1971	46066	654
1972	46088	630
1973	46108	607
1974	46128	583
1975	46150	560
1976	46171	537
1977	46193	513
1978	46214	490
1979	46234	467
1980	46255	443
1981	46279	420
1982	46301	396
1983	46322	373
1984	46344	350
1985	46364	326
1986	46386	303
1987	46411	280
1988	46434	256
1989	46456	233
1990	46478	210
1991	46500	186
1992	46523	163
1993	46545	140
1994	46567	116
1995	46589	93
1996	46611	70
1997	46635	46
1998	46658	23
1999	46679	0
