iter	F1	Logloss
149	0.9676831432	0.09403112657
150	0.967837856	0.09380566757
151	0.9677945451	0.09347987364
152	0.9679307004	0.09310944688
153	0.968274063	0.09279302229
154	0.9686975696	0.09254111428
155	0.9687811613	0.09242390615
156	0.9689695831	0.09219710769
157	0.9689881609	0.09204926539
158	0.9694019338	0.0916885981
159	0.9695192649	0.09136238507
160	0.9696830325	0.09098195081
161	0.9701056503	0.09078320022
162	0.9701764131	0.09060987546
163	0.9702414589	0.09038828069
164	0.9703158076	0.09012379021
165	0.9705687989	0.08995907368
166	0.9705595035	0.08975188394
167	0.9708217224	0.08952435166
168	0.970840316	0.08924311444
169	0.9707138616	0.0890616798
170	0.970816133	0.08881795401
171	0.970933295	0.08854635681
172	0.9712381755	0.08829213217
173	0.9713776824	0.0879955372
174	0.9714110641	0.08757533836
175	0.9714482679	0.0874551762
176	0.9713497778	0.08726747957
177	0.9716823987	0.08689649531
178	0.9718552556	0.08668884227
179	0.9718459521	0.08654431874
180	0.9719257607	0.08637925258
181	0.9722062708	0.08620495999
182	0.9722102563	0.08597694529
183	0.9724628387	0.0856761621
184	0.9724442232	0.08552525518
185	0.9725146423	0.0853380964
186	0.9723365559	0.08516202768
187	0.9724628387	0.08490884023
188	0.9724814549	0.0847069665
189	0.9725466171	0.08448510712
190	0.9725559268	0.08423481276
191	0.9726449587	0.08399644567
192	0.9728695153	0.08379702127
193	0.9728974467	0.08364965157
194	0.9729440026	0.08347385441
195	0.97330399	0.0831340868
196	0.9734064441	0.08297666379
197	0.9736122008	0.0827908744
198	0.9737756049	0.08258066715
199	0.9738644626	0.08235772987
200	0.9738830958	0.08214696683
201	0.9738737791	0.08200767111
202	0.9739905681	0.08179029118
203	0.9740278376	0.08159604438
204	0.9740557915	0.0814416859
205	0.9741725655	0.08126055949
206	0.974219161	0.08110575218
207	0.9743452392	0.08093509295
208	0.9743452392	0.08080441688
209	0.974265761	0.08064206024
210	0.9743825212	0.08047403412
211	0.9744943842	0.08036815909
212	0.9745316775	0.0802017973
213	0.9745316775	0.08007963891
214	0.9745738392	0.07994629558
215	0.9747465085	0.07981261465
216	0.9747558328	0.0795470465
217	0.9747838065	0.07942810043
218	0.9749892401	0.07921736809
219	0.975269208	0.07901499432
220	0.975227164	0.07886667944
221	0.9752178363	0.07864662008
222	0.9753158443	0.07849285341
223	0.9755211321	0.07824187213
224	0.9757450022	0.07802519368
225	0.9758895623	0.07782323853
226	0.9757916475	0.07759205964
227	0.9761319862	0.07746971825
228	0.9760946655	0.07729656792
229	0.9762111843	0.07701676032
230	0.9762298451	0.07689319456
231	0.9762298451	0.07675318376
232	0.9762578376	0.07661027897
233	0.9762671688	0.07644810793
234	0.9763743405	0.0762361524
235	0.9765654867	0.07601015696
236	0.9766121556	0.0759157922
237	0.9767379628	0.07570777638
238	0.9769010962	0.07552784663
239	0.9768917602	0.07521928268
240	0.9769197687	0.07502523999
241	0.976938442	0.07488872429
242	0.9770922331	0.0747592547
243	0.9770922331	0.07466045495
244	0.9770455458	0.07446507022
245	0.9770922331	0.07433913675
246	0.9771482639	0.07419269084
247	0.9772043011	0.0740926598
248	0.9772229816	0.07396174413
249	0.9773394118	0.07379585156
250	0.9773767765	0.07363424129
251	0.9776002446	0.07348310091
252	0.9775305598	0.07325937606
253	0.9775492454	0.07318239269
254	0.9775305598	0.07306376196
255	0.9776376147	0.07290697356
256	0.9777446512	0.07278152408
257	0.9777353082	0.07267332187
258	0.9777633377	0.07252515001
259	0.9778703562	0.07234202151
260	0.9779773563	0.07210074062
261	0.9778890439	0.07195165416
262	0.977838091	0.07181564888
263	0.9781497511	0.0716322403
264	0.9782058264	0.07148437902
265	0.9782660616	0.07141317256
266	0.9782847535	0.07127649207
267	0.9782940997	0.07109653756
268	0.9784892828	0.07093117907
269	0.9785360169	0.0707710076
270	0.9785360169	0.07068441813
271	0.9786616234	0.07057361944
272	0.9786803194	0.07036035197
273	0.9786803194	0.07017240039
274	0.9786709713	0.07008186801
275	0.9788246082	0.06991453883
276	0.9788526563	0.06979539859
277	0.9788620061	0.06967472449
278	0.9789875836	0.06944201384
279	0.9792573917	0.06927823722
280	0.9792573917	0.06917759863
281	0.9795684552	0.06899841053
282	0.9795778077	0.06893240005
283	0.9796152194	0.06884178
284	0.9796152194	0.06869570916
285	0.979527138	0.06859116331
286	0.9795551991	0.06851632167
287	0.979611326	0.0684442626
288	0.9796393919	0.06828895869
289	0.9796768155	0.06814871863
290	0.9797048852	0.06804120819
291	0.9796768155	0.06793157562
292	0.9797235991	0.06786517522
293	0.9797235991	0.06770916307
294	0.9798303919	0.0675965643
295	0.9799558819	0.06748812223
296	0.9798584649	0.06732616925
297	0.9800439225	0.06720293499
298	0.9802442494	0.06701590083
299	0.9803977734	0.06690381263
300	0.9806298867	0.06675266171
301	0.9806298867	0.06662173207
302	0.9805924413	0.06650932353
303	0.9806298867	0.06644520964
304	0.9806766975	0.06633518288
305	0.9806860602	0.0662569636
306	0.9806860602	0.06618333405
307	0.9806766975	0.06606667435
308	0.9806860602	0.06599396578
309	0.9806766975	0.06588498372
310	0.9806860602	0.06577739938
311	0.9807141493	0.06568256116
312	0.9806355511	0.06561324575
313	0.9805569349	0.0654507702
314	0.980751604	0.0653363167
315	0.9807890616	0.06524392233
316	0.9808171567	0.06512890193
317	0.9809612924	0.06500188566
318	0.9810492148	0.06492922513
319	0.9810585809	0.06475683173
320	0.9809987587	0.06463121607
321	0.9809800252	0.06456456917
322	0.9809612924	0.06442093688
323	0.9809425603	0.06433013384
324	0.9810773138	0.06422941766
325	0.9811933174	0.06411070797
326	0.9811054144	0.06403282551
327	0.9811522524	0.06390557214
328	0.981092437	0.06380658913
329	0.9811803573	0.06371881691
330	0.9812869964	0.06363244302
331	0.9813748795	0.0634915518
332	0.9814533757	0.06341732037
333	0.9814721127	0.06329628475
334	0.9815974343	0.0631379914
335	0.9816946306	0.06305871209
336	0.9816911358	0.06300169159
337	0.9817977035	0.06293897568
338	0.9819042529	0.06278238527
339	0.9820482721	0.06269091241
340	0.9820482721	0.0626216255
341	0.9820576446	0.06252880112
342	0.9822612811	0.06240992042
343	0.9824239995	0.06222217201
344	0.9824427481	0.06211069724
345	0.9824333737	0.06202922863
346	0.9823362693	0.06186757744
347	0.9824614974	0.06167839612
348	0.9824802473	0.06156885446
349	0.9825177494	0.06147526454
350	0.9825552544	0.06128564281
351	0.982746116	0.06119817628
352	0.982746116	0.06116510255
353	0.9827648732	0.0610635005
354	0.9826865444	0.0609355367
355	0.9827836311	0.06081667157
356	0.9826959236	0.06065921557
357	0.9827053029	0.06056477226
358	0.9826959236	0.06050498772
359	0.9827146825	0.06044546158
360	0.9828211491	0.06036036376
361	0.9829275974	0.06029017503
362	0.9828211491	0.06019591098
363	0.9828680506	0.06011561237
364	0.9828774314	0.05998300108
365	0.9829243383	0.05988577834
366	0.9828680506	0.05974818028
367	0.9828961936	0.05964414756
368	0.9829524846	0.0595600332
369	0.982961867	0.05944668727
370	0.9832624005	0.05932037544
371	0.9832999332	0.05923562533
372	0.9833374687	0.05916177598
373	0.9833374687	0.05904521703
374	0.9833562376	0.05900921493
375	0.9833750072	0.05898592212
376	0.983277975	0.05895281273
377	0.983578401	0.058826547
378	0.9835596309	0.05874587288
379	0.9835596309	0.05864578326
380	0.9835502462	0.0586367162
381	0.9835690159	0.05853379193
382	0.9835971717	0.05847106433
383	0.983722306	0.05840375143
384	0.9836659924	0.05835971775
385	0.9836847629	0.05826706956
386	0.9836941484	0.05820945372
387	0.9837129199	0.05813446971
388	0.9837598519	0.0580557289
389	0.9838661973	0.05793853923
390	0.9837692388	0.05786114963
391	0.9838661973	0.05779271477
392	0.9838849717	0.05773511505
393	0.9837880132	0.0576485215
394	0.9837098113	0.05753466695
395	0.9838036974	0.05743969564
396	0.983813087	0.05735761958
397	0.9838036974	0.05723035026
398	0.9838224767	0.05711818118
399	0.9840633648	0.05705539672
400	0.9840633648	0.05699986998
401	0.9839757967	0.05696430446
402	0.9840539741	0.05688116866
403	0.984141524	0.05682687717
404	0.9842354378	0.05667281458
405	0.9842166536	0.05656620007
406	0.9843229679	0.05646204274
407	0.9842354378	0.05640381462
408	0.9842354378	0.05640379554
409	0.984351145	0.05629333856
410	0.984351145	0.05629333376
411	0.9843699307	0.05622377856
412	0.9846106876	0.05612982421
413	0.9845795641	0.05604097369
414	0.9845795641	0.05604097369
415	0.9844732648	0.0559794079
416	0.9844732648	0.0559651562
417	0.9844732648	0.05596512346
418	0.9845889594	0.05594222749
419	0.9845889594	0.05590176549
420	0.9846171463	0.05582548043
421	0.9847234282	0.05577466261
422	0.9848296918	0.05571092608
423	0.9848484848	0.05563340389
424	0.9848766757	0.05559235279
425	0.9848860731	0.05551388752
426	0.9849829221	0.05543843397
427	0.9849641276	0.05532328339
428	0.9849735248	0.05525345419
429	0.984970657	0.05511749378
430	0.9849612581	0.0550810378
431	0.9850957043	0.05496251768
432	0.9850957043	0.05488022652
433	0.9849988549	0.05477535891
434	0.9849894554	0.05474588934
435	0.9852019349	0.05464252955
436	0.9852207349	0.05456214505
437	0.985277139	0.05447965309
438	0.9854519437	0.05442094918
439	0.9853551495	0.05435603471
440	0.9855581205	0.05429722115
441	0.9855863247	0.05421401777
442	0.9856051284	0.05412247246
443	0.9856333352	0.05404559526
444	0.9856615437	0.05396625673
445	0.9856615437	0.05391959199
446	0.9856521407	0.05388040519
447	0.9856709469	0.05383573918
448	0.9856803503	0.05380063268
449	0.9856897539	0.05375259582
450	0.9856991576	0.05369003843
451	0.9857179656	0.05363729132
452	0.9857085615	0.05358387135
453	0.9856897539	0.05353025053
454	0.9856803503	0.05347808854
455	0.9857179656	0.05340575199
456	0.9856897539	0.05334780823
457	0.9856991576	0.05327698985
458	0.9857179656	0.05319281451
459	0.9858147233	0.05312119637
460	0.9859302714	0.05302586994
461	0.9859396761	0.05293080418
462	0.9859490809	0.0528571772
463	0.9859772966	0.05281761569
464	0.9860055138	0.052762594
465	0.9860337327	0.05267853181
466	0.9860337327	0.05260783434
467	0.9860525462	0.05253774426
468	0.98601492	0.0524525048
469	0.9860243263	0.05239727796
470	0.9860337327	0.05235251721
471	0.9861183991	0.05227391197
472	0.9862151204	0.05223443703
473	0.9861278074	0.05215677358
474	0.9862339372	0.05205029548
475	0.9862715729	0.05200592521
476	0.9862621637	0.05195196104
477	0.9862809823	0.05187184664
478	0.98620308	0.05181972737
479	0.98620308	0.05178328867
480	0.9861936703	0.05172801646
481	0.9862501312	0.05170728262
482	0.9862313102	0.05164428347
483	0.9862407206	0.0515849743
484	0.9862407206	0.05154774684
485	0.9863092115	0.05145377829
486	0.9863092115	0.05143692682
487	0.9862407206	0.05136279951
488	0.9862218999	0.05131781863
489	0.986259542	0.05125606529
490	0.9862501312	0.05119587515
491	0.9863562637	0.05111574628
492	0.9863656747	0.05107233328
493	0.9863656747	0.05099753955
494	0.9864435562	0.05097130312
495	0.9864812006	0.05092172179
496	0.9865282601	0.0508781184
497	0.9864503817	0.05083514032
498	0.9864597945	0.05076835769
499	0.9864503817	0.05073003055
500	0.9864315566	0.05070681921
501	0.9864409691	0.05068553815
502	0.9864597945	0.05061755174
503	0.9863442471	0.05055090108
504	0.9863630725	0.05051023418
505	0.986410139	0.05049288684
506	0.9864195528	0.0504466623
507	0.9864572099	0.05038753134
508	0.9864760396	0.05032010675
509	0.9864760396	0.05028745267
510	0.9864477954	0.05018939441
511	0.9864572099	0.05015507348
512	0.9864666247	0.05009480183
513	0.9864666247	0.05004296843
514	0.9865351032	0.04999021472
515	0.9865445176	0.04997490121
516	0.9866694657	0.04992647901
517	0.9866104234	0.04987018323
518	0.9866198393	0.04983439542
519	0.9866292553	0.04979895779
520	0.9866010078	0.04973482239
521	0.9866010078	0.04971509614
522	0.9867259593	0.04962041017
523	0.9867259593	0.04962038673
524	0.9867353755	0.04958696004
525	0.9868414775	0.04950112889
526	0.986879145	0.04944515877
527	0.9868979798	0.04937744148
528	0.9868885623	0.04933640102
529	0.9869946471	0.04929938351
530	0.9869168154	0.04924346496
531	0.9869262334	0.04921650958
532	0.9869262334	0.04914896453
533	0.9870229008	0.04912887789
534	0.987032319	0.04905250906
535	0.987032319	0.04900136365
536	0.9870229008	0.04890988533
537	0.9870229008	0.04885592199
538	0.9870605748	0.04882561933
539	0.9870605748	0.04875022796
540	0.9870982518	0.04866356049
541	0.9871265114	0.04859296064
542	0.9871547726	0.04853524983
543	0.987145352	0.04846519884
544	0.9871359316	0.04841564303
545	0.9871736143	0.04836585224
546	0.9871830354	0.04829429175
547	0.9871830354	0.04824597325
548	0.9871924567	0.04820198679
549	0.9872207217	0.04815801165
550	0.9872207217	0.04814185865
551	0.9872395659	0.04807804132
552	0.9872207217	0.04803740047
553	0.9872395659	0.04797835065
554	0.9872772565	0.04793784227
555	0.9872678336	0.04792656404
556	0.9873337979	0.04787214375
557	0.9873526464	0.04782868055
558	0.9873526464	0.04779778683
559	0.9873903456	0.04775201128
560	0.9873903456	0.04770364663
561	0.9874869954	0.04765604135
562	0.9874869954	0.04764200409
563	0.9874775703	0.04760063944
564	0.9874681454	0.04758747158
565	0.9874775703	0.04751776669
566	0.9875058462	0.04747106023
567	0.9875435498	0.04739048151
568	0.9875529762	0.04733600614
569	0.9875529762	0.04733595307
570	0.9876001107	0.04729198272
571	0.9876001107	0.04725454735
572	0.9876095382	0.04719486423
573	0.9876189658	0.04715157871
574	0.9876189658	0.04714369481
575	0.9876189658	0.04714369331
576	0.9876283936	0.04712705996
577	0.9876283936	0.0471270468
578	0.9876283936	0.04710652722
579	0.9876283936	0.04704120007
580	0.9876566781	0.04697391691
581	0.9876472497	0.04696413895
582	0.9876472497	0.04688981051
583	0.9876472497	0.0468898048
584	0.9876755353	0.04685103726
585	0.9876566781	0.04679933157
586	0.9876755353	0.04673105101
587	0.9876661066	0.04671197927
588	0.9877721671	0.04667213862
589	0.9878687805	0.04664438256
590	0.9878876385	0.04663398274
591	0.9878970678	0.04661195662
592	0.9878970678	0.04657840276
593	0.9879347868	0.04650128204
594	0.9879442169	0.04644623311
595	0.9879536473	0.04641069154
596	0.9879819395	0.0463015825
597	0.9880102333	0.04626427066
598	0.9880385287	0.04621773728
599	0.9880385287	0.04618853456
600	0.9880290967	0.04613759607
601	0.9880573932	0.04609450142
602	0.9880573932	0.04607007224
603	0.9880668258	0.04603181383
604	0.9880668258	0.04603179202
605	0.9880762585	0.04600122319
606	0.9880951244	0.04596141223
607	0.9881822868	0.04592571649
608	0.9882788638	0.04586634001
609	0.9881634212	0.04582420412
610	0.9881634212	0.04581929713
611	0.9881634212	0.04578393045
612	0.9881822868	0.04574202643
613	0.9881822868	0.04573482608
614	0.9882200202	0.04568689512
615	0.988238888	0.04565033597
616	0.9883260311	0.04555369248
617	0.9883354651	0.04551404258
618	0.9883354651	0.04551403212
619	0.9883448993	0.04546920643
620	0.9883637683	0.04542922952
621	0.9883826379	0.04538237813
622	0.988373203	0.04532312777
623	0.988373203	0.04528979306
624	0.988392073	0.04523845442
625	0.9884980671	0.04520375516
626	0.9885075026	0.04518003241
627	0.9885546827	0.04514782019
628	0.9885735559	0.04509844514
629	0.9885735559	0.04504362873
630	0.9885641192	0.04501504655
631	0.9885735559	0.04500567518
632	0.9885829929	0.04497229178
633	0.9885829929	0.04492799619
634	0.98859243	0.04487809249
635	0.9886207423	0.04484291277
636	0.9886490563	0.04478735619
637	0.9886396181	0.0447641237
638	0.9887550354	0.04472324283
639	0.988879874	0.04469318519
640	0.9888893131	0.0446478507
641	0.9888893131	0.04463544423
642	0.9888987524	0.04460596258
643	0.9888987524	0.04458299804
644	0.9888987524	0.04456485447
645	0.9889176316	0.04454411877
646	0.9889365114	0.0445217146
647	0.9889459516	0.0444997221
648	0.9889365114	0.04447005943
649	0.9889837142	0.04440281731
650	0.9889837142	0.04436521413
651	0.9889648326	0.04432886952
652	0.9889648326	0.04432884203
653	0.9889648326	0.04431565082
654	0.9889742733	0.04427398556
655	0.9889648326	0.04423831292
656	0.9889837142	0.04420241393
657	0.9890025966	0.04415570659
658	0.9890120381	0.0441070382
659	0.9890214797	0.04401454176
660	0.9890120381	0.04400540949
661	0.9890214797	0.04397549682
662	0.9890120381	0.04392126447
663	0.9890214797	0.04390636896
664	0.9890592481	0.04385710195
665	0.9890686906	0.04382939542
666	0.9890970193	0.04377678527
667	0.9891159061	0.04375397448
668	0.9892124105	0.04369908704
669	0.9892124105	0.04361625602
670	0.9892124105	0.04355853597
671	0.9891253497	0.04352244537
672	0.9891536816	0.04350900885
673	0.9891820152	0.04347747163
674	0.9891725705	0.04342157436
675	0.9891914601	0.04336504377
676	0.9892009052	0.04333603068
677	0.9891820152	0.04325643935
678	0.9891820152	0.04318461335
679	0.9892197959	0.04314651859
680	0.9892197959	0.04313442387
681	0.9892292415	0.04310887709
682	0.9892292415	0.04306244833
683	0.9892292415	0.04302331807
684	0.9893163005	0.04298346204
685	0.9893068551	0.04295527632
686	0.9893163005	0.0429124883
687	0.9893163005	0.0428778214
688	0.989335192	0.04283201278
689	0.989335192	0.04279992018
690	0.9893540841	0.04277277004
691	0.9893824237	0.04271843022
692	0.9894013177	0.0426936652
693	0.9894107649	0.04266459783
694	0.9893918706	0.04263035726
695	0.9894107649	0.04258085346
696	0.9893918706	0.0425198768
697	0.9893918706	0.04247389075
698	0.9893824237	0.04243856604
699	0.989372977	0.04242192351
700	0.9894485557	0.04235997303
701	0.9894485557	0.042334799
702	0.9894391078	0.04230839052
703	0.9894485557	0.04224960211
704	0.9894580039	0.04220739991
705	0.9894863494	0.04215061807
706	0.9894863494	0.04210023449
707	0.9894863494	0.04206008564
708	0.9894863494	0.04203523534
709	0.9894863494	0.04198466314
710	0.9894863494	0.04190962745
711	0.9895335956	0.04184822606
712	0.9895335956	0.04181761364
713	0.9895430454	0.04178772092
714	0.9895524954	0.04174701041
715	0.9895619455	0.04172841123
716	0.9895808463	0.04169400825
717	0.989590297	0.04167019172
718	0.9896091989	0.04161685925
719	0.9895713958	0.04157768221
720	0.989590297	0.04155171069
721	0.9896091989	0.04151633655
722	0.9895997479	0.04149091708
723	0.9896091989	0.04146331202
724	0.9896091989	0.04144567578
725	0.9897131723	0.04140096527
726	0.9897131723	0.04140096527
727	0.9897037193	0.04137286323
728	0.9897037193	0.04132374357
729	0.9897320789	0.04129724913
730	0.9897415325	0.04123414081
731	0.9897793486	0.04119580168
732	0.9897793486	0.04115369261
733	0.9897793486	0.04111747406
734	0.9897793486	0.04111747107
735	0.989788803	0.04110634634
736	0.989788803	0.04109254763
737	0.9898077125	0.04105683154
738	0.9898171675	0.04102271346
739	0.9898266227	0.04097389463
740	0.9898644453	0.04096283509
741	0.9898644453	0.04096282538
742	0.9898644453	0.04094727172
743	0.9898928142	0.04091174611
744	0.9898928142	0.04087025388
745	0.9898928142	0.04083303783
746	0.9899987582	0.04079967888
747	0.9900176721	0.04076395519
748	0.990008215	0.04070355518
749	0.9900271293	0.04066051886
750	0.9900271293	0.04060714134
751	0.9900176721	0.04057035179
752	0.9899987582	0.04056016758
753	0.9900271293	0.04051569653
754	0.9900271293	0.04049124288
755	0.9900271293	0.04045851575
756	0.9900460442	0.04039496424
757	0.9900649599	0.04035751179
758	0.9900460442	0.0403263759
759	0.9900649599	0.04030753097
760	0.9900933347	0.04026703467
761	0.9900933347	0.04023283921
762	0.9900838763	0.04020959081
763	0.9901122522	0.04015665595
764	0.9901122522	0.04011755687
765	0.9901027934	0.04009556949
766	0.9901217112	0.04006504052
767	0.9901311704	0.04001332134
768	0.9901406298	0.03999516533
769	0.9901311704	0.03995469783
770	0.9901217112	0.03991986251
771	0.9901311704	0.03989946198
772	0.9901406298	0.03986456829
773	0.9901311704	0.03982929072
774	0.9901595491	0.0397735471
775	0.990169009	0.0397291181
776	0.9901784691	0.03970838793
777	0.9901879293	0.03967925513
778	0.9901784691	0.03964890188
779	0.9901784691	0.03960575706
780	0.9901784691	0.03958462309
781	0.9901879293	0.03953460813
782	0.9901973898	0.03951404463
783	0.9901973898	0.03951403984
784	0.9901879293	0.03948382684
785	0.9901879293	0.03947138855
786	0.9901879293	0.03943387618
787	0.9901879293	0.0393963748
788	0.9901973898	0.03936601
789	0.9901973898	0.03934174698
790	0.9901784691	0.03931172866
791	0.9901973898	0.03927848303
792	0.9902257722	0.03925704042
793	0.9902352334	0.03922317895
794	0.9902352334	0.03918949319
795	0.9902352334	0.03917098944
796	0.9902352334	0.03913689741
797	0.9902257722	0.03911632433
798	0.9902257722	0.03908840463
799	0.9902257722	0.03908168945
800	0.9902446948	0.03906097332
801	0.9902446948	0.03900278608
802	0.9902446948	0.03896961183
803	0.990263618	0.0389296344
804	0.990282542	0.03888488849
805	0.9902920043	0.03886431893
806	0.9902920043	0.03886430811
807	0.9903298551	0.03884306941
808	0.9903203922	0.0388229451
809	0.9903203922	0.03877976567
810	0.9903582452	0.03874038335
811	0.9903771728	0.03871013372
812	0.9903677089	0.03867437616
813	0.9903866369	0.03863303392
814	0.9903866369	0.03861472715
815	0.9904055655	0.03858455213
816	0.9904244949	0.03855131488
817	0.9904055655	0.03850791868
818	0.9904055655	0.03849440661
819	0.9904055655	0.03848009479
820	0.9904623559	0.03845443768
821	0.9904623559	0.03840655685
822	0.9904718216	0.03836875898
823	0.9905002198	0.03833269299
824	0.9905002198	0.03830534529
825	0.9905191528	0.0382660736
826	0.9905286196	0.0382407773
827	0.9905475537	0.03821936145
828	0.9905191528	0.03820451999
829	0.9905191528	0.03817244464
830	0.9905191528	0.03814994458
831	0.9905191528	0.03811726598
832	0.9905380866	0.03806026366
833	0.9905664886	0.03804164885
834	0.9905854241	0.03800111145
835	0.9906232974	0.0379618282
836	0.9906327662	0.03793940672
837	0.9906232974	0.03791092758
838	0.9906611736	0.03787849077
839	0.9907197676	0.03785464529
840	0.9907481745	0.03782727809
841	0.9907481745	0.03780247733
842	0.9907481745	0.0377675863
843	0.9907387053	0.03773110556
844	0.9907387053	0.03770228081
845	0.9907481745	0.03767379706
846	0.9907481745	0.03763271106
847	0.9907292364	0.03760791208
848	0.9908256881	0.03757521152
849	0.9907387053	0.03753487662
850	0.9907481745	0.0374953579
851	0.9907671133	0.03745630165
852	0.9907671133	0.03742633687
853	0.9907671133	0.03742624093
854	0.9907671133	0.03742615773
855	0.9907576438	0.03739288795
856	0.9907576438	0.03739286618
857	0.9907576438	0.03739284456
858	0.9907671133	0.03737747577
859	0.9907671133	0.03736339364
860	0.9907671133	0.03733308311
861	0.9908049932	0.0372985961
862	0.9908049932	0.03728174558
863	0.9908049932	0.03726020423
864	0.9908239342	0.03723880879
865	0.9908239342	0.03722077782
866	0.9908239342	0.03718826693
867	0.9908239342	0.03718826693
868	0.9909109155	0.03716223855
869	0.9909014451	0.03712409335
870	0.9909203861	0.03709832814
871	0.9909677419	0.03706593323
872	0.9909772136	0.03699330958
873	0.9909772136	0.03696909612
874	0.9909772136	0.03694595974
875	0.9909772136	0.03694594811
876	0.9909866855	0.03690771621
877	0.9910056298	0.03686885847
878	0.9909961576	0.03684645361
